filename,label,manipulation,video_id,split
train\real\221_f000716.jpg,0,real,221,train
train\real\586_f000000.jpg,0,real,586,train
train\real\586_f000094.jpg,0,real,586,train
train\real\586_f000188.jpg,0,real,586,train
train\real\586_f000282.jpg,0,real,586,train
train\real\586_f000376.jpg,0,real,586,train
train\real\581_f000000.jpg,0,real,581,train
train\real\581_f000095.jpg,0,real,581,train
train\real\581_f000190.jpg,0,real,581,train
train\real\581_f000285.jpg,0,real,581,train
train\real\581_f000380.jpg,0,real,581,train
train\real\299_f000000.jpg,0,real,299,train
train\real\299_f000078.jpg,0,real,299,train
train\real\299_f000156.jpg,0,real,299,train
train\real\299_f000234.jpg,0,real,299,train
train\real\299_f000312.jpg,0,real,299,train
train\real\638_f000000.jpg,0,real,638,train
train\real\638_f000174.jpg,0,real,638,train
train\real\638_f000348.jpg,0,real,638,train
train\real\638_f000522.jpg,0,real,638,train
train\real\638_f000696.jpg,0,real,638,train
train\real\386_f000000.jpg,0,real,386,train
train\real\386_f000112.jpg,0,real,386,train
train\real\386_f000224.jpg,0,real,386,train
train\real\386_f000336.jpg,0,real,386,train
train\real\386_f000448.jpg,0,real,386,train
train\real\364_f000000.jpg,0,real,364,train
train\real\364_f000161.jpg,0,real,364,train
train\real\364_f000322.jpg,0,real,364,train
train\real\364_f000483.jpg,0,real,364,train
train\real\364_f000644.jpg,0,real,364,train
train\real\879_f000000.jpg,0,real,879,train
train\real\879_f000209.jpg,0,real,879,train
train\real\879_f000418.jpg,0,real,879,train
train\real\879_f000627.jpg,0,real,879,train
train\real\879_f000836.jpg,0,real,879,train
train\real\334_f000000.jpg,0,real,334,train
train\real\334_f000334.jpg,0,real,334,train
train\real\334_f000668.jpg,0,real,334,train
train\real\334_f001002.jpg,0,real,334,train
train\real\334_f001336.jpg,0,real,334,train
train\real\016_f000000.jpg,0,real,016,train
train\real\016_f000169.jpg,0,real,016,train
train\real\016_f000338.jpg,0,real,016,train
train\real\016_f000507.jpg,0,real,016,train
train\real\016_f000676.jpg,0,real,016,train
train\real\202_f000000.jpg,0,real,202,train
train\real\202_f000080.jpg,0,real,202,train
train\real\202_f000160.jpg,0,real,202,train
train\real\202_f000240.jpg,0,real,202,train
train\real\202_f000320.jpg,0,real,202,train
train\real\001_f000000.jpg,0,real,001,train
train\real\001_f000114.jpg,0,real,001,train
train\real\001_f000228.jpg,0,real,001,train
train\real\001_f000342.jpg,0,real,001,train
train\real\001_f000456.jpg,0,real,001,train
train\real\038_f000000.jpg,0,real,038,train
train\real\038_f000076.jpg,0,real,038,train
train\real\038_f000152.jpg,0,real,038,train
train\real\038_f000228.jpg,0,real,038,train
train\real\038_f000304.jpg,0,real,038,train
train\real\290_f000000.jpg,0,real,290,train
train\real\290_f000105.jpg,0,real,290,train
train\real\290_f000210.jpg,0,real,290,train
train\real\290_f000315.jpg,0,real,290,train
train\real\290_f000420.jpg,0,real,290,train
train\real\493_f000000.jpg,0,real,493,train
train\real\493_f000098.jpg,0,real,493,train
train\real\493_f000196.jpg,0,real,493,train
train\real\493_f000294.jpg,0,real,493,train
train\real\493_f000392.jpg,0,real,493,train
train\real\247_f000000.jpg,0,real,247,train
train\real\247_f000099.jpg,0,real,247,train
train\real\247_f000198.jpg,0,real,247,train
train\real\247_f000297.jpg,0,real,247,train
train\real\247_f000396.jpg,0,real,247,train
train\real\506_f000000.jpg,0,real,506,train
train\real\506_f000166.jpg,0,real,506,train
train\real\506_f000332.jpg,0,real,506,train
train\real\506_f000498.jpg,0,real,506,train
train\real\506_f000664.jpg,0,real,506,train
train\real\896_f000000.jpg,0,real,896,train
train\real\896_f000132.jpg,0,real,896,train
train\real\896_f000264.jpg,0,real,896,train
train\real\896_f000396.jpg,0,real,896,train
train\real\896_f000528.jpg,0,real,896,train
train\real\713_f000000.jpg,0,real,713,train
train\real\713_f000131.jpg,0,real,713,train
train\real\713_f000262.jpg,0,real,713,train
train\real\713_f000393.jpg,0,real,713,train
train\real\713_f000524.jpg,0,real,713,train
train\real\891_f000000.jpg,0,real,891,train
train\real\891_f000073.jpg,0,real,891,train
train\real\891_f000146.jpg,0,real,891,train
train\real\891_f000219.jpg,0,real,891,train
train\real\891_f000292.jpg,0,real,891,train
train\real\076_f000000.jpg,0,real,076,train
train\real\076_f000082.jpg,0,real,076,train
train\real\076_f000164.jpg,0,real,076,train
train\real\076_f000246.jpg,0,real,076,train
train\real\076_f000328.jpg,0,real,076,train
train\real\911_f000000.jpg,0,real,911,train
train\real\911_f000082.jpg,0,real,911,train
train\real\911_f000164.jpg,0,real,911,train
train\real\911_f000246.jpg,0,real,911,train
train\real\911_f000328.jpg,0,real,911,train
train\real\792_f000000.jpg,0,real,792,train
train\real\792_f000095.jpg,0,real,792,train
train\real\792_f000190.jpg,0,real,792,train
train\real\792_f000285.jpg,0,real,792,train
train\real\792_f000380.jpg,0,real,792,train
train\real\508_f000000.jpg,0,real,508,train
train\real\508_f000150.jpg,0,real,508,train
train\real\508_f000300.jpg,0,real,508,train
train\real\508_f000450.jpg,0,real,508,train
train\real\508_f000600.jpg,0,real,508,train
train\real\177_f000000.jpg,0,real,177,train
train\real\177_f000102.jpg,0,real,177,train
train\real\177_f000204.jpg,0,real,177,train
train\real\177_f000306.jpg,0,real,177,train
train\real\177_f000408.jpg,0,real,177,train
train\real\842_f000000.jpg,0,real,842,train
train\real\842_f000111.jpg,0,real,842,train
train\real\842_f000222.jpg,0,real,842,train
train\real\842_f000333.jpg,0,real,842,train
train\real\842_f000444.jpg,0,real,842,train
train\real\200_f000000.jpg,0,real,200,train
train\real\200_f000179.jpg,0,real,200,train
train\real\200_f000358.jpg,0,real,200,train
train\real\200_f000537.jpg,0,real,200,train
train\real\200_f000716.jpg,0,real,200,train
train\real\765_f000000.jpg,0,real,765,train
train\real\765_f000096.jpg,0,real,765,train
train\real\765_f000192.jpg,0,real,765,train
train\real\765_f000288.jpg,0,real,765,train
train\real\765_f000384.jpg,0,real,765,train
train\real\909_f000000.jpg,0,real,909,train
train\real\909_f000159.jpg,0,real,909,train
train\real\909_f000318.jpg,0,real,909,train
train\real\909_f000477.jpg,0,real,909,train
train\real\909_f000636.jpg,0,real,909,train
train\real\293_f000000.jpg,0,real,293,train
train\real\293_f000189.jpg,0,real,293,train
train\real\293_f000378.jpg,0,real,293,train
train\real\293_f000567.jpg,0,real,293,train
train\real\293_f000756.jpg,0,real,293,train
train\real\538_f000000.jpg,0,real,538,train
train\real\538_f000148.jpg,0,real,538,train
train\real\538_f000296.jpg,0,real,538,train
train\real\538_f000444.jpg,0,real,538,train
train\real\538_f000592.jpg,0,real,538,train
train\real\024_f000000.jpg,0,real,024,train
train\real\024_f000076.jpg,0,real,024,train
train\real\024_f000152.jpg,0,real,024,train
train\real\024_f000228.jpg,0,real,024,train
train\real\024_f000304.jpg,0,real,024,train
train\real\694_f000000.jpg,0,real,694,train
train\real\694_f000074.jpg,0,real,694,train
train\real\694_f000148.jpg,0,real,694,train
train\real\694_f000222.jpg,0,real,694,train
train\real\694_f000296.jpg,0,real,694,train
train\real\210_f000000.jpg,0,real,210,train
train\real\210_f000209.jpg,0,real,210,train
train\real\210_f000418.jpg,0,real,210,train
train\real\210_f000627.jpg,0,real,210,train
train\real\210_f000836.jpg,0,real,210,train
train\real\424_f000000.jpg,0,real,424,train
train\real\424_f000077.jpg,0,real,424,train
train\real\424_f000154.jpg,0,real,424,train
train\real\424_f000231.jpg,0,real,424,train
train\real\424_f000308.jpg,0,real,424,train
train\real\528_f000000.jpg,0,real,528,train
train\real\528_f000094.jpg,0,real,528,train
train\real\528_f000188.jpg,0,real,528,train
train\real\528_f000282.jpg,0,real,528,train
train\real\528_f000376.jpg,0,real,528,train
train\real\034_f000000.jpg,0,real,034,train
train\real\034_f000101.jpg,0,real,034,train
train\real\034_f000202.jpg,0,real,034,train
train\real\034_f000303.jpg,0,real,034,train
train\real\034_f000404.jpg,0,real,034,train
train\real\928_f000000.jpg,0,real,928,train
train\real\928_f000093.jpg,0,real,928,train
train\real\928_f000186.jpg,0,real,928,train
train\real\928_f000279.jpg,0,real,928,train
train\real\928_f000372.jpg,0,real,928,train
train\real\398_f000000.jpg,0,real,398,train
train\real\398_f000145.jpg,0,real,398,train
train\real\398_f000290.jpg,0,real,398,train
train\real\398_f000435.jpg,0,real,398,train
train\real\398_f000580.jpg,0,real,398,train
train\real\607_f000000.jpg,0,real,607,train
train\real\607_f000113.jpg,0,real,607,train
train\real\607_f000226.jpg,0,real,607,train
train\real\607_f000339.jpg,0,real,607,train
train\real\607_f000452.jpg,0,real,607,train
train\real\298_f000000.jpg,0,real,298,train
train\real\298_f000142.jpg,0,real,298,train
train\real\298_f000284.jpg,0,real,298,train
train\real\298_f000426.jpg,0,real,298,train
train\real\298_f000568.jpg,0,real,298,train
train\real\848_f000000.jpg,0,real,848,train
train\real\848_f000089.jpg,0,real,848,train
train\real\848_f000178.jpg,0,real,848,train
train\real\848_f000267.jpg,0,real,848,train
train\real\848_f000356.jpg,0,real,848,train
train\real\668_f000000.jpg,0,real,668,train
train\real\668_f000099.jpg,0,real,668,train
train\real\668_f000198.jpg,0,real,668,train
train\real\668_f000297.jpg,0,real,668,train
train\real\668_f000396.jpg,0,real,668,train
train\real\282_f000000.jpg,0,real,282,train
train\real\282_f000148.jpg,0,real,282,train
train\real\282_f000296.jpg,0,real,282,train
train\real\282_f000444.jpg,0,real,282,train
train\real\282_f000592.jpg,0,real,282,train
train\real\939_f000000.jpg,0,real,939,train
train\real\939_f000127.jpg,0,real,939,train
train\real\939_f000254.jpg,0,real,939,train
train\real\939_f000381.jpg,0,real,939,train
train\real\939_f000508.jpg,0,real,939,train
train\real\944_f000000.jpg,0,real,944,train
train\real\944_f000085.jpg,0,real,944,train
train\real\944_f000170.jpg,0,real,944,train
train\real\944_f000255.jpg,0,real,944,train
train\real\944_f000340.jpg,0,real,944,train
train\real\606_f000000.jpg,0,real,606,train
train\real\606_f000096.jpg,0,real,606,train
train\real\606_f000192.jpg,0,real,606,train
train\real\606_f000288.jpg,0,real,606,train
train\real\606_f000384.jpg,0,real,606,train
train\real\959_f000000.jpg,0,real,959,train
train\real\959_f000120.jpg,0,real,959,train
train\real\959_f000240.jpg,0,real,959,train
train\real\959_f000360.jpg,0,real,959,train
train\real\959_f000480.jpg,0,real,959,train
train\real\934_f000000.jpg,0,real,934,train
train\real\934_f000094.jpg,0,real,934,train
train\real\934_f000188.jpg,0,real,934,train
train\real\934_f000282.jpg,0,real,934,train
train\real\934_f000376.jpg,0,real,934,train
train\real\731_f000000.jpg,0,real,731,train
train\real\731_f000194.jpg,0,real,731,train
train\real\731_f000388.jpg,0,real,731,train
train\real\731_f000582.jpg,0,real,731,train
train\real\731_f000776.jpg,0,real,731,train
train\real\287_f000000.jpg,0,real,287,train
train\real\287_f000118.jpg,0,real,287,train
train\real\287_f000236.jpg,0,real,287,train
train\real\287_f000354.jpg,0,real,287,train
train\real\287_f000472.jpg,0,real,287,train
train\real\527_f000000.jpg,0,real,527,train
train\real\527_f000085.jpg,0,real,527,train
train\real\527_f000170.jpg,0,real,527,train
train\real\527_f000255.jpg,0,real,527,train
train\real\527_f000340.jpg,0,real,527,train
train\real\807_f000000.jpg,0,real,807,train
train\real\807_f000162.jpg,0,real,807,train
train\real\807_f000324.jpg,0,real,807,train
train\real\807_f000486.jpg,0,real,807,train
train\real\807_f000648.jpg,0,real,807,train
train\real\229_f000000.jpg,0,real,229,train
train\real\229_f000097.jpg,0,real,229,train
train\real\229_f000194.jpg,0,real,229,train
train\real\229_f000291.jpg,0,real,229,train
train\real\229_f000388.jpg,0,real,229,train
train\real\436_f000000.jpg,0,real,436,train
train\real\436_f000129.jpg,0,real,436,train
train\real\436_f000258.jpg,0,real,436,train
train\real\436_f000387.jpg,0,real,436,train
train\real\436_f000516.jpg,0,real,436,train
train\real\028_f000000.jpg,0,real,028,train
train\real\028_f000108.jpg,0,real,028,train
train\real\028_f000216.jpg,0,real,028,train
train\real\028_f000324.jpg,0,real,028,train
train\real\028_f000432.jpg,0,real,028,train
train\real\374_f000000.jpg,0,real,374,train
train\real\374_f000146.jpg,0,real,374,train
train\real\374_f000292.jpg,0,real,374,train
train\real\374_f000438.jpg,0,real,374,train
train\real\374_f000584.jpg,0,real,374,train
train\real\819_f000000.jpg,0,real,819,train
train\real\819_f000231.jpg,0,real,819,train
train\real\819_f000462.jpg,0,real,819,train
train\real\819_f000693.jpg,0,real,819,train
train\real\819_f000924.jpg,0,real,819,train
train\real\316_f000000.jpg,0,real,316,train
train\real\316_f000141.jpg,0,real,316,train
train\real\316_f000282.jpg,0,real,316,train
train\real\316_f000423.jpg,0,real,316,train
train\real\316_f000564.jpg,0,real,316,train
train\real\560_f000000.jpg,0,real,560,train
train\real\560_f000087.jpg,0,real,560,train
train\real\560_f000174.jpg,0,real,560,train
train\real\560_f000261.jpg,0,real,560,train
train\real\560_f000348.jpg,0,real,560,train
train\real\241_f000000.jpg,0,real,241,train
train\real\241_f000072.jpg,0,real,241,train
train\real\241_f000144.jpg,0,real,241,train
train\real\241_f000216.jpg,0,real,241,train
train\real\241_f000288.jpg,0,real,241,train
train\real\149_f000000.jpg,0,real,149,train
train\real\149_f000090.jpg,0,real,149,train
train\real\149_f000180.jpg,0,real,149,train
train\real\149_f000270.jpg,0,real,149,train
train\real\149_f000360.jpg,0,real,149,train
train\real\516_f000000.jpg,0,real,516,train
train\real\516_f000088.jpg,0,real,516,train
train\real\516_f000176.jpg,0,real,516,train
train\real\516_f000264.jpg,0,real,516,train
train\real\516_f000352.jpg,0,real,516,train
train\real\417_f000000.jpg,0,real,417,train
train\real\417_f000215.jpg,0,real,417,train
train\real\417_f000430.jpg,0,real,417,train
train\real\417_f000645.jpg,0,real,417,train
train\real\417_f000860.jpg,0,real,417,train
train\real\660_f000000.jpg,0,real,660,train
train\real\660_f000084.jpg,0,real,660,train
train\real\660_f000168.jpg,0,real,660,train
train\real\660_f000252.jpg,0,real,660,train
train\real\660_f000336.jpg,0,real,660,train
train\real\198_f000000.jpg,0,real,198,train
train\real\198_f000097.jpg,0,real,198,train
train\real\198_f000194.jpg,0,real,198,train
train\real\198_f000291.jpg,0,real,198,train
train\real\198_f000388.jpg,0,real,198,train
train\real\585_f000000.jpg,0,real,585,train
train\real\585_f000089.jpg,0,real,585,train
train\real\585_f000178.jpg,0,real,585,train
train\real\585_f000267.jpg,0,real,585,train
train\real\585_f000356.jpg,0,real,585,train
train\real\325_f000000.jpg,0,real,325,train
train\real\325_f000355.jpg,0,real,325,train
train\real\325_f000710.jpg,0,real,325,train
train\real\325_f001065.jpg,0,real,325,train
train\real\325_f001420.jpg,0,real,325,train
train\real\823_f000000.jpg,0,real,823,train
train\real\823_f000167.jpg,0,real,823,train
train\real\823_f000334.jpg,0,real,823,train
train\real\823_f000501.jpg,0,real,823,train
